Review,Sentiment,Cause
"On 24th Nov, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Ms. Priya stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Ms. Neeru Joshi stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Ms. Anjali stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Sharma stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Sharma stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Athul stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Vinay stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Mr. Sharma stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Vinay stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Mr. Gaurav stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Athul stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Ms. Priya stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Gaurav stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 5th June, Ms. Priya stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Priya stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Oct, Mr. Athul stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Mr. Sharma stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Ms. Anjali stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 12th July, Ms. Neeru Joshi stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 24th Nov, Ms. Neeru Joshi stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Raj stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Gaurav stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 31st Dec, Mr. Athul stated guest was harassed publicly at the dealership. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 1st Jan, Ms. Priya stated guest threatened to take legal action against the company. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 10th April, Mr. Raj stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Athul stated received a legal notice from the guest demanding compensation. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 28th March, Mr. Gaurav stated guest was misbehaved with and insulted by the staff. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 15th Feb, Mr. Raj stated guest mentioned going to the media if issue not resolved. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
"On 25th May, Mr. Athul stated dealer abused the customer and used foul language. The guest is very disappointed and requests immediate action..",major concerns,dealer mistake
